;ret;vola;sharpe;xesc;xspx;phau;csbgu7;csbgu3;ibtm;em13;em35;em57;em710;em1015;em15
951;0,047506262;0,043374103;0,864715552;0,071742229;;;;;;;;0,576628273;;0,351629497;
490;0,052766101;0,046397039;0,921742044;0,093767064;;;;;;;;0,614611131;;;0,291621805
413;0,05411909;0,050305649;0,877020591;0,08894071;;;;;;;;;0,597873698;0,313185592;
485;0,062038944;0,056512924;0,920832621;0,115177753;;;;;;;;;0,53570296;;0,349119287
298;0,069105822;0,065685139;0,899835534;0,13494754;;;;;;;;;;0,464079378;0,400973082
903;0,123520017;0,126892723;0,894614078;;0,837891354;0,060014668;0,102093978;;;;;;;;
729;0,138770715;0,144766018;0,889509269;;0,98104863;0,018114497;;0,000836873;;;;;;;
249;0,122259902;0,124044541;0,90499671;;0,821258955;0,069950508;;;0,108790537;;;;;;
823;0,132426801;0,13568679;0,902275021;;0,914356782;0,078061676;;;;0,007581542;;;;;
264;0,048883677;0,039651012;0,980647778;;0,236083494;0,019030194;;;;;0,744886312;;;;
453;0,055799013;0,040306034;1,136281804;;0,198118319;0,017407625;;;;;;0,784474056;;;
660;0,072447125;0,050701111;1,231671729;;0,261789932;0,004153883;;;;;;;0,734056185;;
930;0,082562164;0,060605955;1,197277796;;0,295275784;0,007578531;;;;;;;;0,697145685;
789;0,105065625;0,079314368;1,198592723;;0,42741705;0,006600375;;;;;;;;;0,565982575
168;0,125392795;0,128950555;0,894860787;;0,842941233;;0,150165558;0,006893209;;;;;;;
213;0,125111623;0,128888038;0,893113312;;0,850227921;;0,100399826;;0,049372253;;;;;;
816;0,125476104;0,129447074;0,892071949;;0,853975082;;0,132464494;;;0,013560424;;;;;
842;0,053617192;0,045115932;0,966780255;;0,276359143;;0,03412961;;;;0,689511247;;;;
90;0,05885004;0,043490067;1,123245916;;0,233700957;;0,001332785;;;;;0,764966258;;;
664;0,070060468;0,04952896;1,21263334;;0,247747099;;0,007429519;;;;;;0,744823382;;
731;0,083530395;0,062317533;1,179931086;;0,325115351;;0,02052983;;;;;;;0,654354819;
33;0,105183768;0,080868859;1,177013858;;0,453399609;;0,0023016;;;;;;;;0,544298791
638;0,126467501;0,130526391;0,892290823;;0,869359009;;;0,000485374;0,130155617;;;;;;
947;0,132916704;0,138769754;0,885760051;;0,936320707;;;0,028156356;;0,035522937;;;;;
528;0,049583771;0,041083741;0,963489928;;0,247893783;;;0,009014729;;;0,743091489;;;;
60;0,056634822;0,04182142;1,115094189;;0,21551609;;;0,028155784;;;;0,756328126;;;
668;0,071219671;0,05072501;1,206893217;;0,264728561;;;0,022487965;;;;;0,712783473;;
174;0,084585823;0,063274985;1,178756862;;0,334834163;;;0,005520193;;;;;;0,659645644;
824;0,102922583;0,078874616;1,178105033;;0,419852117;;;0,003154146;;;;;;;0,576993737
4;0,120161786;0,122210225;0,90141219;;0,812303593;;;;0,129855262;0,057841145;;;;;
150;0,054186893;0,045081382;0,980158348;;0,279769827;;;;0,00760266;;0,712627513;;;;
50;0,063413236;0,047049742;1,135250352;;0,267911738;;;;0,011027916;;;0,721060346;;;
496;0,073295202;0,051420506;1,230933081;;0,270437596;;;;0,003320873;;;;0,726241531;;
479;0,084639348;0,062323534;1,197610964;;0,325310999;;;;0,026008447;;;;;0,648680553;
885;0,105063676;0,079431969;1,196793658;;0,429698711;;;;0,010326546;;;;;;0,559974743
427;0,049952517;0,040766238;0,980039357;;0,246061724;;;;;0,001158373;0,752779903;;;;
498;0,056910051;0,041213916;1,13820901;;0,211465822;;;;;0,01679463;;0,771739548;;;
794;0,07136285;0,049822776;1,23162247;;0,250137076;;;;;0,001662503;;;0,748200421;;
558;0,087474064;0,064952125;1,192787215;;0,359176797;;;;;0,014462073;;;;0,62636113;
587;0,101401547;0,076421076;1,196025394;;0,406699901;;;;;0,037769194;;;;;0,555530905
242;0,060660309;0,044438038;1,140021283;;0,243834552;;;;;;0,013289372;0,742876077;;;
389;0,071700096;0,050244573;1,227995218;;0,263081766;;;;;;0,034117528;;0,702800706;;
705;0,082714822;0,060733276;1,197281405;;0,304012477;;;;;;0,021542472;;;0,674445051;
942;0,104594983;0,078886296;1,199130754;;0,421423975;;;;;;0,007198802;;;;0,571377223
141;0,069422266;0,048153288;1,234023026;;0,245004435;;;;;;;0,115361704;0,639633861;;
270;0,074369688;0,053308727;1,207488744;;0,274693736;;;;;;;0,286398502;;0,438907762;
599;0,075793072;0,053414018;1,231756655;;0,271162912;;;;;;;0,451450902;;;0,277386186
172;0,074570555;0,051847968;1,245382564;;0,260174551;;;;;;;;0,521031213;0,218794236;
975;0,080481587;0,055732493;1,264640841;;0,286043976;;;;;;;;0,525680837;;0,188275187
469;0,091054738;0,065316436;1,240954694;;0,332794002;;;;;;;;;0,411289735;0,255916263
807;0,050909487;0,08284246;0,493822695;;;0,218144449;0,658514976;0,123340575;;;;;;;
88;0,053190747;0,086160081;0,501284891;;;0,19126793;0,746697324;;0,062034746;;;;;;
868;0,052755367;0,085268423;0,501420866;;;0,209659347;0,77107082;;;0,019269833;;;;;
528;0,02759632;0,027260131;0,64549653;;;0,04261123;0,170684433;;;;0,786704337;;;;
934;0,03838197;0,034377587;0,825595177;;;0,015948706;0,172578651;;;;;0,811472643;;;
811;0,047767754;0,04334336;0,87136195;;;0,041483432;0,211902203;;;;;;0,746614365;;
494;0,054185025;0,052288572;0,8450226;;;0,06926505;0,250514934;;;;;;;0,680220016;
680;0,068758147;0,070902918;0,828712669;;;0,055561688;0,297998178;;;;;;;;0,646440134
594;0,044769621;0,081902382;0,424525149;;;0,241642237;;0,384323331;0,374034432;;;;;;
338;0,042832486;0,084650215;0,387860638;;;0,349451989;;0,64521575;;0,005332261;;;;;
524;0,024741493;0,025866578;0,569905043;;;0,072233134;;0,114856279;;;0,812910587;;;;
531;0,036129275;0,033559498;0,778595514;;;0,053910759;;0,154713285;;;;0,791375956;;;
970;0,045086574;0,042186207;0,831707234;;;0,04695118;;0,137605331;;;;;0,815443489;;
521;0,050774748;0,050966714;0,800027016;;;0,083788781;;0,219902071;;;;;;0,696309148;
912;0,065557297;0,069327391;0,801375846;;;0,059385102;;0,260605475;;;;;;;0,680009423
179;0,021348707;0,017785775;0,638077738;;;0,054757692;;;0,04276398;0,902478328;;;;;
235;0,034325538;0,029455098;0,825851557;;;0,085408845;;;0,035247007;;0,879344147;;;;
831;0,045110234;0,037689613;0,931562589;;;0,059434562;;;0,014600104;;;0,925965334;;;
72;0,054178518;0,048912645;0,903212625;;;0,116347215;;;0,035895484;;;;0,847757301;;
269;0,059931094;0,059590756;0,837899999;;;0,116577068;;;0,042364035;;;;;0,841058898;
290;0,071736533;0,084091761;0,734156739;;;0,17571291;;;0,019166975;;;;;;0,805120115
615;0,032458029;0,026828203;0,837105231;;;0,060054398;;;;0,034582724;0,905362878;;;;
859;0,04385386;0,036336833;0,931667883;;;0,060426902;;;;0,050058519;;0,889514579;;;
584;0,042455347;0,035615061;0,911281528;;;0,069088323;;;;0,320758275;;;0,610153402;;
228;0,043549225;0,039809162;0,842751355;;;0,089946324;;;;0,400907061;;;;0,509146615;
128;0,034225004;0,031634624;0,765774989;;;0,059802795;;;;0,674668248;;;;;0,265528958
940;0,040951726;0,032710339;0,946236783;;;0,055665955;;;;;0,312669238;0,631664807;;;
968;0,043156595;0,035290345;0,939537283;;;0,062521803;;;;;0,47454742;;0,462930777;;
576;0,041648452;0,035606829;0,888830953;;;0,069433741;;;;;0,640891036;;;0,289675223;
163;0,038040528;0,032850651;0,85357603;;;0,063017299;;;;;0,779406426;;;;0,157576275
265;0,048575589;0,039764685;0,970096677;;;0,06951077;;;;;;0,575800692;0,354688538;;
448;0,049075497;0,041028668;0,952394984;;;0,080809456;;;;;;0,706088876;;0,213101668;
909;0,046209199;0,04031017;0,898264615;;;0,055874733;;;;;;0,825604613;;;0,118520653
773;0,055815338;0,049534726;0,924913511;;;0,083565291;;;;;;;0,647075109;0,2693596;
339;0,056238907;0,052170407;0,88630529;;;0,074613555;;;;;;;0,73037025;;0,195016195
586;0,063041492;0,064287635;0,825065219;;;0,122538139;;;;;;;;0,572331642;0,305130219
480;0,050536611;0,087325053;0,464203682;;;;0,742468363;0,12660652;0,130925117;;;;;;
554;0,050261831;0,087463669;0,460326344;;;;0,813500777;0,179307701;;0,007191522;;;;;
503;0,026716819;0,02693617;0,620608605;;;;0,172419398;0,035059703;;;0,792520899;;;;
454;0,03724962;0,033477356;0,813971686;;;;0,127550647;0,064656854;;;;0,807792499;;;
610;0,046114601;0,042020333;0,859455369;;;;0,146890776;0,111281208;;;;;0,741828017;;
966;0,053133854;0,051746209;0,833565488;;;;0,222544314;0,069629312;;;;;;0,707826373;
998;0,067439387;0,069751792;0,823482605;;;;0,242286445;0,101129713;;;;;;;0,656583843
414;0,05342891;0,091602865;0,474099911;;;;0,91017694;;0,077087421;0,012735638;;;;;
700;0,027870431;0,028396873;0,629309815;;;;0,194151916;;0,02830642;;0,777541664;;;;
259;0,038253441;0,034433126;0,820530816;;;;0,177715076;;0,000654823;;;0,821630101;;;
63;0,047471387;0,043424272;0,862913424;;;;0,197270962;;0,000132437;;;;0,8025966;;
315;0,054478435;0,053194447;0,83614809;;;;0,300920057;;0,006027053;;;;;0,693052891;
883;0,067578329;0,070619758;0,815328896;;;;0,412342704;;0,005115349;;;;;;0,582541947
928;0,027778373;0,028400898;0,625979264;;;;0,220927319;;;0,023429133;0,755643548;;;;
963;0,037915622;0,034185398;0,816594913;;;;0,185333738;;;0,018056584;;0,796609679;;;
454;0,046547651;0,042510019;0,859742038;;;;0,215820129;;;0,028894115;;;0,755285756;;
59;0,054095663;0,052789157;0,835316663;;;;0,299259176;;;0,009350893;;;;0,691389931;
608;0,068839345;0,07151394;0,8227675;;;;0,333325953;;;0,009409528;;;;;0,657264519
2;0,038586748;0,034865088;0,819924733;;;;0,196443264;;;;0,002448551;0,801108185;;;
633;0,047469719;0,043371863;0,863917662;;;;0,209534992;;;;0,004465783;;0,785999225;;
433;0,053371902;0,051948464;0,83490249;;;;0,295183935;;;;0,03411819;;;0,670697875;
427;0,053479072;0,052368511;0,830252224;;;;0,241640442;;;;0,320114993;;;;0,438244565
893;0,043652025;0,038218733;0,880511268;;;;0,191418203;;;;;0,342280298;0,466301499;;
636;0,045267536;0,040793451;0,864539147;;;;0,207717785;;;;;0,467437701;;0,324844514;
312;0,048245466;0,042837404;0,89280539;;;;0,190741214;;;;;0,57841752;;;0,230841266
648;0,049899945;0,045278333;0,881214978;;;;0,228336726;;;;;;0,526449533;0,245213742;
191;0,05373096;0,048535565;0,901008574;;;;0,21087281;;;;;;0,592321921;;0,196805269
361;0,060907259;0,057888841;0,87939675;;;;0,266047119;;;;;;;0,449164962;0,284787919
831;0,042525261;0,08446468;0,385075286;;;;;0,475740449;0,510770922;0,013488629;;;;;
102;0,024369716;0,025431007;0,565047075;;;;;0,10257226;0,077514323;;0,819913417;;;;
216;0,035470831;0,032838081;0,775649177;;;;;0,115711736;0,030851979;;;0,853436285;;;
978;0,044919166;0,042354196;0,824455877;;;;;0,136578973;0,057512983;;;;0,805908043;;
163;0,051196917;0,051880737;0,794069622;;;;;0,162483748;0,104146219;;;;;0,733370033;
338;0,067088411;0,072169551;0,791031819;;;;;0,250575566;0,013562803;;;;;;0,735861631
943;0,023275603;0,025002668;0,53096746;;;;;0,167361953;;0,017648441;0,814989606;;;;
41;0,034813898;0,032465537;0,764315043;;;;;0,117522887;;0,010622428;;0,871854685;;;
139;0,044153534;0,041898251;0,815154158;;;;;0,189742432;;0,008476924;;;0,801780644;;
793;0,050378246;0,05190561;0,77791679;;;;;0,204724934;;0,020126704;;;;0,775148362;
413;0,068086292;0,073630749;0,788886332;;;;;0,220426852;;0,008234853;;;;;0,771338294
979;0,034483794;0,032230321;0,759650932;;;;;0,163614572;;;0,056490597;0,779894831;;;
853;0,044575942;0,042304153;0,81731792;;;;;0,165797223;;;0,002730868;;0,831471909;;
38;0,050392117;0,051751551;0,780500602;;;;;0,229617025;;;0,01552599;;;0,754856986;
345;0,051141738;0,051628266;0,796883972;;;;;0,187731816;;;0,331063981;;;;0,481204203
185;0,040544504;0,036539935;0,835921139;;;;;0,146991608;;;;0,377787583;0,475220809;;
582;0,041631398;0,038788858;0,815476386;;;;;0,160063127;;;;0,520638401;;0,319298472;
722;0,046268049;0,042072537;0,86203619;;;;;0,133528002;;;;0,605219633;;;0,261252365
695;0,046674184;0,043931184;0,834809821;;;;;0,173850401;;;;;0,586645649;0,239503949;
638;0,052598134;0,048998198;0,869381644;;;;;0,168636419;;;;;0,576626707;;0,254736874
46;0,058835472;0,057870301;0,843877979;;;;;0,216659771;;;;;;0,441166882;0,342173347
908;0,028314778;0,025436842;0,720009922;;;;;;0,036290834;0,061377949;0,902331217;;;;
584;0,041306481;0,036535206;0,856885296;;;;;;0,02006234;0,029652874;;0,950284786;;;
370;0,040747241;0,036616368;0,839713036;;;;;;0,023425699;0,293387432;;;0,683186869;;
774;0,033413315;0,032851005;0,712712309;;;;;;0,048285443;0,532238805;;;;0,419475753;
8;0,032645825;0,031130049;0,727458698;;;;;;0,032175852;0,693151366;;;;;0,274672782
61;0,037683688;0,031786842;0,870916605;;;;;;0,018284796;;0,350138182;0,631577022;;;
819;0,040372456;0,035061443;0,866263712;;;;;;0,024944742;;0,48200616;;0,493049098;;
113;0,03547111;0,033418983;0,762174898;;;;;;0,022453322;;0,717293439;;;0,260253239;
739;0,035999048;0,031746945;0,818946442;;;;;;0,019631433;;0,822729327;;;;0,15763924
79;0,045514024;0,03953217;0,898357582;;;;;;0,012465747;;;0,596011195;0,391523059;;
370;0,044433746;0,03937624;0,874480293;;;;;;0,020160175;;;0,816363309;;0,163476515;
17;0,046905701;0,042254481;0,873415085;;;;;;0,008298141;;;0,811046261;;;0,180655599
655;0,051879747;0,049340302;0,848793882;;;;;;0,024319445;;;;0,761498744;0,214181811;
439;0,054529547;0,051974651;0,856755088;;;;;;0,033169023;;;;0,786386558;;0,180444418
243;0,061035259;0,064835033;0,787155592;;;;;;0,052159155;;;;;0,654669526;0,293171319
934;0,037470371;0,03158907;0,86961633;;;;;;;0,000318193;0,369727515;0,629954292;;;
188;0,039616243;0,034265295;0,86432185;;;;;;;0,01062375;0,513511936;;0,475864314;;
848;0,031717523;0,030295235;0,71686267;;;;;;;0,029979258;0,766419031;;;0,20360171;
622;0,037455304;0,033440506;0,821019415;;;;;;;0,002805843;0,800761149;;;;0,196433008
230;0,044895235;0,038889361;0,897295148;;;;;;;0,016975115;;0,616686301;0,366338584;;
354;0,044201902;0,039193619;0,872639549;;;;;;;0,010627191;;0,826563027;;0,162809781;
336;0,045419359;0,04065935;0,871124582;;;;;;;0,061356476;;0,756092475;;;0,182551049
435;0,045416139;0,041819608;0,84687878;;;;;;;0,190136818;;;0,649657132;0,16020605;
367;0,054022178;0,051482727;0,855086368;;;;;;;0,014850561;;;0,816644475;;0,168504964
237;0,050927779;0,052187871;0,784239282;;;;;;;0,256131641;;;;0,473816127;0,270052231
155;0,042577512;0,036138596;0,90146036;;;;;;;;0,191031847;0,483342924;0,325625229;;
677;0,040826432;0,035107751;0,878052022;;;;;;;;0,2362013;0,648579226;;0,115219474;
688;0,043377593;0,037972072;0,879003734;;;;;;;;0,23533644;0,602437972;;;0,162225588
520;0,041624081;0,036496741;0,866490543;;;;;;;;0,456486715;;0,468326293;0,075186992;
78;0,044671599;0,039764008;0,871934208;;;;;;;;0,42042483;;0,436766859;;0,142808311
197;0,041261946;0,037716291;0,828871165;;;;;;;;0,664005886;;;0,149244613;0,186749501
421;0,046257538;0,040339187;0,898816779;;;;;;;;;0,572759044;0,35781348;0,069427477;
43;0,04864545;0,043236144;0,893822765;;;;;;;;;0,534423135;0,329060569;;0,136516296
368;0,047416882;0,042722635;0,875809311;;;;;;;;;0,748207607;;0,106577801;0,145214592
314;0,055346731;0,052861373;0,857842471;;;;;;;;;;0,729738526;0,090951321;0,179310152
