,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource
254,FR0010900076,AMUNDI EURO STOXX SMALL CAP UCITS ETF,ESM.MI,EURO STOXX SMALL,0.003,AZIONARIO STYLE (SVILUPPATI),AMUNDI,ETF,FR0010900076
255,IE00B5M4WH52,ISHARES JP MOR EM LOC GOV BOND UCITS ETF,SEML.MI,JP MORGAN GBI-EM GLOBAL DIVERSIFIED 10%CAP 1%FLOOR,0.005,TITOLI DI STATO - EMERGENTI,ISHARES,ETF,IE00B5M4WH52
256,FR0010655746,AMUNDI MSCI SPAIN UCITS ETF,CS1.MI,MSCI SPAIN TRN,0.0025,AZIONARIO EUROPA - SINGOLI PAESI,AMUNDI,ETF,FR0010655746
257,FR0010655761,AMUNDI MSCI UK UCITS ETF,CU1.MI,MSCI UK TRN,0.0025,AZIONARIO EUROPA - SINGOLI PAESI,AMUNDI,ETF,FR0010655761
258,FR0011067511,LYXOR MSCI INDONESIA UCITS ETF - ACC,INDO.MI,MSCI INDONESIA TRN,0.0055,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,FR0011067511
259,FR0011067529,LYXOR THAILAND UCITS ETF - ACC,TAI.MI,SET 50 TRN,0.0045,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,FR0011067529
260,LU0690964092,XTRACKERS II GL GOVT EUR HED D UCITS ETF,XGVD.MI,FTSE WORLD GOV BOND HEDGED,0.0025,TITOLI DI STATO - MONDO,XTRACKERS,ETF,LU0690964092
261,LU0613540698,XTRACKERS II ITAL GOV AGG SWAP UCITS ETF,XITA.MI,MTS ITALY AGGREGATE - EX-BANK OF ITALY TR,0.002,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XITA.MI
262,LU0613540185,XTRACKERS II ITALY GOVT BOND UCITS ETF,XBTP.MI,FTSE ITALIAN GOV BOND,0.002,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XBTP.MI
263,LU0613540268,XTRACKERS II ITAL GOV 0-1 SWAP UCITS ETF,XBOT.MI,MTS ITALY BOT - EX-BANK OF ITALY TR,0.0015,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XBOT.MI
264,LU0705291903,OSSIAM EMER MKTS MIN VARIAN NR UCITS ETF,EMMV.MI,OSSIAM EMERGING MARKETS MINIMUM VARIANCE USD NTR,0.0075,AZIONARIO EMERGENTI - MONDO,OSSIAM,ETF,EMMV.MI
265,IE00B6YX5F63,SPDR BARCL 1-3 Y EUR GOV BOND UCITS ETF,GOVS.MI,BARCLAYS CAPITAL 1-3 YEAR EURO TREASURY BOND TR,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,GOVS.MI
266,IE00B4613386,SPDR BL BAR EM MKTS LOCAL BOND UCITS ETF,EMLD.MI,BARCLAYS CAPITAL EM LOCAL CURRENCY LIQUID GOV TR,0.0055,TITOLI DI STATO - EMERGENTI,SPDR,ETF,EMLD.MI
267,IE00B3T9LM79,SPDR BARCL EUR CORPORATE BOND UCITS ETF,EUCO.MI,BARCLAYS EURO CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,SPDR,ETF,EUCO.MI
268,IE00B3S5XW04,SPDR BARCL EUR GOVT BOND UCITS ETF,GOVY.MI,BARCLAYS EURO TREASURY BOND TR,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,GOVY.MI
269,IE00B3YLTY66,SPDR MSCI ACWI IMI UCITS ETF,IMIE.MI,MSCI ALL COUNTRY WORLD INVESTABLE MARKET NTR,0.004,AZIONARIO MONDO,SPDR,ETF,IMIE.MI
270,IE00B466KX20,SPDR MSCI EM ASIA UCITS ETF,EMAE.MI,MSCI EM ASIA TRN INDEX,0.0055,AZIONARIO EMERGENTI - ASIA,SPDR,ETF,EMAE.MI
271,IE00B469F816,SPDR MSCI EMERGING MARKETS UCITS ETF,EMRG.MI,MSCI EMERGING MARKETS TRN INDEX,0.0042,AZIONARIO EMERGENTI - MONDO,SPDR,ETF,EMRG.MI
272,IE00B6YX5B26,SPDR S&P EMERG MKTS DIVIDEND UCITS ETF,EMDV.MI,S&P EMERGING MARKETS DIVIDEND OPPORTUNITIES NTR,0.0055,AZIONARIO STYLE (EMERGENTI),SPDR,ETF,EMDV.MI
273,IE00B6YX5D40,SPDR S&P US DIV ARISTOCRATS UCITS ETF,USDV.MI,S&P HIGH YIELD DIVIDEND ARISTOCRATS NTR,0.0035,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,USDV.MI
274,IE00B6YX5M31,SPDR BARCL EURO HIGH YLD BOND UCITS ETF,JNKE.MI,BARCLAYS CAPITAL LIQ SCREENED EU HIGH YLD BOND TR,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,SPDR,ETF,JNKE.MI
275,IE00B6YX5C33,SPDR S&P 500 UCITS ETF,SPY5.MI,S&P 500 TRN USD,0.0009,AZIONARIO NORD AMERICA,SPDR,ETF,SPY5.MI
276,IE00B5M1WJ87,SPDR S&P EURO DIV ARISTOCRATS UCITS ETF,EUDV.MI,S&P HIGH YIELD EURO DIVIDEND ARISTOCRATS NTR,0.003,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,EUDV.MI
277,LU0730820569,XTRACK II GERM GOVT 7-10 SWAP UCITS ETF,XG71.MI,IBOXX EUR GERMANY 7-10 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XG71.MI
279,LU0779800910,XTRACKERS CSI300 SWAP UCITS ETF,XCHA.MI,CSI 300,0.005,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,LU0779800910
280,IE00B7LW6Y90,ISHARES ITALY GOVT BOND UCITS ETF DIST,IITB.MI,BARCLAYS ITALY TREASURY BOND,0.002,TITOLI DI STATO - ITALIA,ISHARES,ETF,IE00B7LW6Y90
281,LU0799656698,OSSIAM WORLD MINIM VARIANCE NR UCITS ETF,WOMV.MI,OSSIAM WORLD MINIMUM VARIANCE NETR USD,0.0065,AZIONARIO MONDO,OSSIAM,ETF,LU0799656698
282,IE00B77D4428,UBS (IRL) MSCI USA UCITS ETF A-DIS,USAEUY.MI,MSCI TRN USA INDEX,0.0014,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00B77D4428
283,IE00B78JSG98,UBS (IRL) MSCI USA VALUE UCITS ETF A-DIS,USVEUY.MI,MSCI USA VALUE TRN,0.0035,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00B78JSG98
284,IE00B7K93397,UBS (IRL) S&P 500 UCITS ETF A-DIS,SP5EUY.MI,S&P 500 TRN USD,0.0012,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00B7K93397
285,IE00B3Z3FS74,UBS MSCI EMERG MKTS SF UCITS ETF A-ACC,EMGEAS.MI,MSCI EMERGING MARKETS TRN INDEX,0.00215,AZIONARIO EMERGENTI - MONDO,UBS ETF,ETF,IE00B3Z3FS74
286,IE00B7WK2W23,UBS MSCI AC AS EX JPN SF UCITS ETF A-ACC,AJEUAS.MI,MSCI AC ASIA EX JAPAN TRN INDEX,0.00243,AZIONARIO EMERGENTI - ASIA,UBS ETF,ETF,IE00B7WK2W23
287,LU0721552544,UBS BL BAR US 1-3Y TREAS UCITS ETF A-DIS,UT1EUA.MI,BLOOMBERG BARCLAYS US 1-3 YEAR TREASURY BOND TR,0.0012,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU0721552544
288,LU0721552973,UBS BL BAR US 7-10Y TREA UCITS ETF A-DIS,UT7EUA.MI,BLOOMBERG BARCLAYS US 7-10 YEAR TREASURY BOND TR,0.0012,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU0721552973
289,LU0721553351,UBS IBX EUR GERMANY 1-3 UCITS ETF A-DIS,GS1EUA.MI,MARKIT IBOXX EUR GERMANY 1-3 TR,0.0017,TITOLI DI STATO - EURO,UBS ETF,ETF,LU0721553351
290,LU0136242590,UBS FTSE 100 UCITS ETF A-DIS,100EUA.MI,FTSE 100 TR,0.002,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0136242590
291,LU0480132876,UBS MSCI EMERGING MKTS UCITS ETF A-DIS,EMMEUA.MI,MSCI EMERGING MARKETS TRN INDEX,0.00225,AZIONARIO EMERGENTI - MONDO,UBS ETF,ETF,LU0480132876
292,LU0629459743,UBS MSCI WORLD SOC RESP UCITS ETF A-DIS,WSREUA.MI,MSCI WORLD SOCIALLY RESPONSIBLE 5% ISSUER CAPPED,0.0025,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629459743
293,LU0629460089,UBS MSCI USA SOCIALLY RESPONS UCITS ETF,ASREUA.MI,UBS ETF - MSCI USA SOCIALLY RES 5% ISSUER CAPPED,0.0033,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629460089
294,LU0629460675,UBS MSCI EMU SOCIALLY RESPONS UCITS ETF,ESREUA.MI,MSCI EMU SRI 5% ISSUER CAPPED NT,0.0028,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629460675
295,LU0629460832,UBS MSCI PACIF SOC RESP UCITS ETF A-DIS,PSREUA.MI,MSCI PACIFIC SOCIALLY RESPONSIBLE 5% ISSUER CAPPED,0.004,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629460832
296,LU0721553864,UBS IBX EUR LIQ CORPOR UCITS ETF A-DIS,ECOEUA.MI,MARKIT IBOXX EURO LIQUID CORPORATE,0.002,OBBLIGAZIONARIO CORPORATE - EURO,UBS ETF,ETF,LU0721553864
297,LU0820950128,XTRACKERS II EU COV BOND SWAP UCITS ETF,XLIQ.MI,MARKIT IBOXX EUR LIQUID COVERED INDEX TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,LU0820950128
298,LU0835262626,XTRACKERS EUROSTX 50 EX FINANC UCITS ETF,XD5F.MI,EURO STOXX 50 EX FINANCIALS,0.002,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,LU0835262626
299,LU0846194776,XTRACKERS MSCI EMU UCITS ETF,XD5E.MI,MSCI EMU TRN,0.0015,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,LU0846194776
301,LU0832435464,LYXOR SP500 VIX FUT EN ROL UCITS ETF ACC,LVO.MI,S&P 500 VIX FUTURES ENHANCED ROLL INDEX TR,0.006,INDICI DI VOLATILITA',LYXOR,ETF,LU0832435464
303,IE00B910VR50,SPDR MSCI EMU UCITS ETF,EURO.MI,MSCI EMU TRN,0.0018,AZIONARIO EUROPA - AREA,SPDR,ETF,IE00B910VR50
304,IE00B8GF1M35,SPDR DJ GLOBAL REAL ESTATE UCITS ETF,GLRE.MI,DJ GLOBAL SELECT REAL ESTATE SECURITIES TRN,0.004,REAL ESTATE,SPDR,ETF,IE00B8GF1M35
305,IE00B802KR88,SPDR S&P 500 LOW VOLATILITY UCITS ETF,LOWV.MI,S&P 500 LOW VOLATILITY TRN,0.0035,AZIONARIO NORD AMERICA,SPDR,ETF,IE00B802KR88
306,IE00B7J7TB45,ISHARES GLOBAL CORP BOND UCITS ETF DIST,CORP.MI,BARCLAYS GLOBAL AGGREGATE CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - MONDO,ISHARES,ETF,IE00B7J7TB45
307,IE00B4PY7Y77,ISHARES $ HIGH YIELD CORP UCITS ETF DIST,IHYU.MI,MARKIT IBOXX USD LIQUID HIGH YIELD CAPPED TR,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00B4PY7Y77
308,IE00B4L5ZG21,ISHARES EU COR BOND EXFIN UCITS ETF DIST,IEXF.MI,BARCLAYS EURO CORPORATE EX-FINANCIALS BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00B4L5ZG21
309,IE00B6TLBW47,ISHARES JP MORG $ EM CORP BOND UCITS ETF,EMCR.MI,JP MORGAN CEMBI BROAD DIVERSIFIED CORE,0.005,OBBLIGAZIONARIO CORPORATE - EMERGENTI,ISHARES,ETF,IE00B6TLBW47
311,FR0011475078,LYXOR JAPAN TOPIX DAI HED UCITS ETF DIST,JPNH.MI,TOPIX TOTAL RETURN EURO DAILY HEDGED TR,0.0045,AZIONARIO PACIFICO,LYXOR,ETF,FR0011475078
312,LU0879397742,UBS SBI FOR AAA-BBB 1-5 UCITS ETF A-DIS,SF1EUA.MI,SBI FOREIGN AAA-BBB 1-5 TR,0.002,OBBLIGAZIONARIO MISTO,UBS ETF,ETF,SF1EUA.MI
313,LU0879399441,UBS SBI FOR AAA-BBB 5-10 UCITS ETF A-DIS,SF5EUA.MI,SBI FOREIGN AAA-BBB 5-10 TR,0.002,OBBLIGAZIONARIO MISTO,UBS ETF,ETF,SF5EUA.MI
314,LU0876440578,OSSIAM RISK WEIG EN COMM EX GR UCITS ETF,CRWE.MI,RISK WEIGHTED ENHANCED COMMODITY EX. GRAINS TR,0.0045,COMMODITIES,OSSIAM,ETF,LU0876440578
315,LU0494592974,XTRACKERS II AUSTRAL GOVT BOND UCITS ETF,XCS2.MI,FTSE AUSTRALIAN GOV BOND,0.0025,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0494592974
316,LU0908508731,XTRACKERS II GLOB GOVT BOND UCITS ETF 5C,XG7S.MI,FTSE WORLD GOV BOND UNHEDGED,0.0025,TITOLI DI STATO - MONDO,XTRACKERS,ETF,LU0908508731
317,LU0908508814,XTRACKERS II GL INFL-LINKED UCITS ETF 5C,XGIU.MI,BLOOMBERG BARCLAYS WORLD GOV INFLATION-LINKED BOND,0.0025,INFLAZIONE,XTRACKERS,ETF,LU0908508814
318,LU0925589839,XTRAC II EUROZ GOV YLD PLU 1-3 UCITS ETF,XYP1.MI,MARKIT IBOXX EUR SOV EUROZONE YIELD PLUS 1-3 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,LU0925589839
319,LU0950672476,UBS MSCI JAPAN EUR HEDG UCITS ETF A-ACC,JPEUBH.MI,MSCI JAPAN 100% HEDGED TO EUR TRN,0.0045,AZIONARIO PACIFICO,UBS ETF,ETF,LU0950672476
320,LU0950671239,UBS MSCI UK EUR HEDGED UCITS ETF A-ACC,UKEUBH.MI,MSCI UNITED KINGDOM 100% HEDGED TO EUR TRN,0.003,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0950671239
321,LU0959211243,LYXOR S&P 500 DAI EU HED UCITS ETF DIST,SPXH.MI,S&P 500 DAILY EURO HEDGED TRN,0.0015,AZIONARIO NORD AMERICA,LYXOR,ETF,LU0959211243
322,IE00BD4TYG73,UBS MSCI USA EUR HEDGED UCITS ETF A-ACC,USEUWH.MI,MSCI USA 100% HEDGED TO EUR TRN,0.0024,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00BD4TYG73
323,LU0977260941,UBS MSCI SWIT 20/35 EU H UCITS ETF A-ACC,S2EUBH.MI,MSCI SWITZERLAND 20/35 100% HEDGED TO EUR TRN,0.003,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0977260941
324,LU0977261329,UBS MSCI SWITZERL 20/35 UCITS ETF A-ACC,SW2CHB.MI,MSCI SWITZERLAND 20/35 TRN,0.002,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0977261329
325,LU0952581584,XTRACKERS II JAPAN GOVT BOND UCITS ETF,XJSE.MI,FTSE JAPANESE GOV BOND,0.0015,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0952581584
326,IE00BCRY6003,ISHARES $ SHT DUR YLD COR UCITS ETF DIST,SDHY.MI,MARKIT IBOXX USD LIQUID HIGH YIELD CAPPED TR,0.0045,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00BCRY6003
327,IE00BCRY6557,ISHARES EU ULTRASHT BOND UCITS ETF DIST,ERNE.MI,MARKIT IBOXX EUR LIQUID INVEST GRADE ULTRASHORT TR,0.0009,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00BCRY6557
328,IE00B6X2VY59,ISHARES COR INTER RAT HDG UCITS ETF DIST,IRCP.MI,BARCLAYS EUR CORPORATE INTEREST RATE HEDGED TR,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00B6X2VY59
329,LU0969639128,UBS BL BAR EU 1-10Y TREA UCITS ETF A-DIS,SS1EUA.MI,BLOOMBERG BARCLAYS EUR TREASURY 1-10 BOND,0.0017,TITOLI DI STATO - EURO,UBS ETF,ETF,LU0969639128
330,IE00BC7GZW19,SPDR BL BAR 0-3Y EUR CORP BOND UCITS ETF,SEUC.MI,BARCLAYS 0-3 EURO CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,SPDR,ETF,IE00BC7GZW19
331,IE00B99FL386,SPDR BL BAR 0-5Y US HY BOND UCITS ETF,SJNK.MI,BARCLAYS US HIGH YIELD 0-5 YEAR (EX 144A) TR,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,SPDR,ETF,IE00B99FL386
332,IE00B9CQXS71,SPDR S&P GLOB DIV ARISTOCRATS UCITS ETF,GLDV.MI,S&P GLOBAL DIVIDEND ARISTOCRATS TRN,0.0045,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00B9CQXS71
333,IE00B9KNR336,SPDR S&P PAN ASIA DIV ARISTOCR UCITS ETF,PADV.MI,S&P PAN ASIA DIVIDEND ARISTOCRATS TRN,0.0055,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00B9KNR336
334,IE00BC7GZX26,SPDR BL BAR 0-3 Y US CORP BOND UCITS ETF,SUSC.MI,BARCLAYS 0-3 YEAR US CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BC7GZX26
335,IE00B4YBJ215,SPDR S&P 400 US MID CAP UCITS ETF,SPY4.MI,S&P MIDCAP 400 TRN,0.003,AZIONARIO NORD AMERICA,SPDR,ETF,IE00B4YBJ215
336,LU0875160326,XTRACKERS HARVEST CSI300 UCITS ETF,RQFI.MI,CSI 300,0.011,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,LU0875160326
337,LU0942970103,XTRACKERS II GL AGGR BOND SWAP UCITS ETF,XBAG.MI,BARCLAYS GLOBAL AGGREGATE BOND TR,0.003,OBBLIGAZIONARIO MISTO,XTRACKERS,ETF,LU0942970103
338,LU0942970798,XTR II GL AGGR BOND SW EUR HED UCITS ETF,XBAE.MI,BARCLAYS GLOBAL AGGREGATE BOND EUR HEDGED TR,0.003,OBBLIGAZIONARIO MISTO,XTRACKERS,ETF,LU0942970798
339,IE00B5377D42,ISHARES MSCI AUSTRALIA UCITS ETF USD ACC,SAUS.MI,MSCI AUSTRALIA TRN,0.005,AZIONARIO PACIFICO,ISHARES,ETF,IE00B5377D42
340,FR0011758085,LYXOR FTSE IT MIDCAP PIR DR UCITS ETF AC,ITAMID.MI,FTSE ITALIA PIR MID CAP,0.004,AZIONARIO ITALIA,LYXOR,ETF,FR0011758085
341,IE00B2QWDY88,ISHARES MSCI JA SMALL CAP UCITS ETF DIST,ISJP.MI,MSCI JAPAN SMALL CAP TR,0.0058,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00B2QWDY88
342,LU1048314196,UBS BL BA EU AREA LIQ COR 1-5Y UCITS ETF,CBEU5.MI,BLOOMBERG BARCLAYS EURO AREA LIQUID CORPORATE1-5TR,0.0018,OBBLIGAZIONARIO CORPORATE - EURO,UBS ETF,ETF,LU1048314196
343,LU1048317025,UBS BL BAR US LIQ CORP UCITS ETF EU HEDG,CBUSE.MI,BLOOMBERG BARCLAYS US LIQUID CORPORATESHEDGEDEURTR,0.0023,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,CBUSE.MI
344,IE00BHBFDF83,L&G E FUND MSCI CHINA A UCITS ETF,CASH.MI,MSCI CHINA A ONSHORE TRN,0.0088,AZIONARIO EMERGENTI - ASIA,LEGAL & GENERAL,ETF,IE00BHBFDF83
345,IE00BGHQ0G80,XTRACKERS MSCI AC WORLD UCITS ETF,XMAW.MI,MSCI ACWI EUR TRN,0.005,AZIONARIO MONDO,XTRACKERS,ETF,IE00BGHQ0G80
346,IE00BJ0KDR00,XTRACKERS MSCI USA UCITS ETF,XD9U.MI,MSCI TRN USA INDEX,0.0009,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJ0KDR00
347,LU0274211480,XTRACKERS DAX UCITS ETF,XDAX.MI,DAX,0.0009,AZIONARIO EUROPA - SINGOLI PAESI,XTRACKERS,ETF,LU0274211480
348,IE00BCLWRF22,ISHARES MSCI EMU LARGE CAP UCITS ETF ACC,EMUL.MI,MSCI EMU LARGE CAP TRN,0.0049,AZIONARIO EUROPA - AREA,ISHARES,ETF,IE00BCLWRF22
349,IE00BKM4GZ66,ISHARES CORE MSCI EM IMI UCITS ETF ACC,EIMI.MI,MSCI EMERGING MARKETS IMI TRN,0.0018,AZIONARIO EMERGENTI - MONDO,ISHARES,ETF,IE00BKM4GZ66
350,IE00B60SWX25,INVESCO EURO STOXX 50 UCITS ETF,SDJE50.MI,EURO STOXX 50 TRN,0.0005,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJE50.MI
351,IE00B5MTWD60,INVESCO STX EUR 600 OPTIM BANK UCITS ETF,X7PS.MI,STOXX EUROPE 600 OPTIMISED BANKS TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,X7PS.MI
352,IE00BFG1RG61,INVESCO GS EQUITY FAC WORLD UCITS ETF,EFIW.MI,GOLDMAN SACHS EQUITY FACTOR INDEX WORLD TRN,0.0055,AZIONARIO MONDO,INVESCO,ETF,EFIW.MI
355,IE00B3DWVS88,INVESCO MSCI EMERGING MARKETS UCITS ETF,MXFS.MI,MSCI EMERGING MARKETS TRN INDEX,0.0029,AZIONARIO EMERGENTI - MONDO,INVESCO,ETF,MXFS.MI
356,IE00B60SWY32,INVESCO MSCI EUROPE UCITS ETF,SMSEUR.MI,MSCI TRN EUROPE INDEX,0.0019,AZIONARIO EUROPA - AREA,INVESCO,ETF,SMSEUR.MI
357,IE00B60SX287,INVESCO MSCI JAPAN UCITS ETF,SMSJPN.MI,MSCI TRN JAPAN INDEX,0.0019,AZIONARIO PACIFICO,INVESCO,ETF,SMSJPN.MI
358,IE00B60SX394,INVESCO MSCI WORLD UCITS ETF,SMSWLD.MI,MSCI TRN WORLD INDEX,0.0019,AZIONARIO MONDO,INVESCO,ETF,SMSWLD.MI
359,IE00B5NDLN01,INVESCO RDX UCITS ETF,RDXS.MI,RUSSIAN DEPOSITARY (RDX),0.0065,AZIONARIO EMERGENTI - EST EUROPA,INVESCO,ETF,RDXS.MI
360,IE00B60SX402,INVESCO RUSSELL 2000 UCITS ETF,SR2000.MI,RUSSELL 2000 TRN INDEX,0.0045,AZIONARIO NORD AMERICA,INVESCO,ETF,SR2000.MI
361,IE00B3YCGJ38,INVESCO S&P 500 UCITS ETF,SPXS.MI,S&P 500 TRN USD,0.0005,AZIONARIO NORD AMERICA,INVESCO,ETF,SPXS.MI
362,IE00B60SWW18,INVESCO STOXX EUROPE 600 UCITS ETF,SDJ600.MI,STOXX EUROPE 600 TRN,0.0019,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJ600.MI
364,IE00B435BG20,INVESCO CON STA S&P US SEL SEC UCITS ETF,XLPS.MI,S&P SELECT SECTOR CAPPED 20% CONSUMER STAPLES NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B435BG20
365,IE00B435CG94,INVESCO ENERGY S&P US SEL SECT UCITS ETF,XLES.MI,S&P SELECT SECTOR CAPPED 20% ENERGY NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B435CG94
366,IE00B42Q4896,INVESCO FINANCS S&P US SEL SEC UCITS ETF,XLFS.MI,S&P SELECT SECTOR CAPPED 20% FINANCIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B42Q4896
367,IE00B3WMTH43,INVESCO HEA CAR S&P US SEL SEC UCITS ETF,XLVS.MI,S&P SELECT SECTOR CAPPED 20% HEALTH CARE NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3WMTH43
368,IE00B3YC1100,INVESCO INDUSTR S&P US SEL SEC UCITS ETF,XLIS.MI,S&P SELECT SECTOR CAPPED 20% INDUSTRIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3YC1100
369,IE00B3XM3R14,INVESCO MATER S&P US SEL SEC UCITS ETF,XLBS.MI,S&P SELECT SECTOR CAPPED 20% MATERIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3XM3R14
370,IE00B3VSSL01,INVESCO TECHNO S&P US SEL SEC UCITS ETF,XLKS.MI,S&P SELECT SECTOR CAPPED 20% TECHNOLOGY NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3VSSL01
371,IE00B3VPKB53,INVESCO UTIL S&P US SEL SEC UCITS ETF,XLUS.MI,S&P SELECT SECTOR CAPPED 20% UTILITIES NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3VPKB53
373,IE00BF8HV600,PIMCO SH-TERM HIGH YLD EUR HED UCITS ETF,STHE.MI,BOFA MERRILL L 0-5 YEAR US HIGH Y CONSTR EUR HED,0.006,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,IE00BF8HV600
374,IE00B23LNQ02,INVESCO FTSE RAFI ALL WLD 3000 UCITS ETF,PSRW.MI,FTSE RAFI ALL-WORLD 3000 TRN,0.005,AZIONARIO MONDO,INVESCO,ETF,IE00B23LNQ02
375,IE00BHZKHS06,L&G US ENERGY INFRASTR MLP UCITS ETF,MLPI.MI,SOLACTIVE US ENERGY INFRASTRUCTURE MLP TR,0.0025,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BHZKHS06
376,IE00BMP3HG27,UBS DJ GLOBAL SEL DIVID UCITS ETF A-DIS,GLDVD.MI,DOW JONES GLOBAL SELECT DIVIDEND TRN,0.003,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BMP3HG27
377,IE00BMP3HJ57,UBS MSCI EMU CYCLICAL UCITS ETF A-DIS,EUCYC.MI,MSCI EMU CYCLICAL SECTORS CAPPED TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BMP3HJ57
378,IE00BMP3HL79,UBS MSCI EMU DEFENSIVE UCITS ETF A-DIS,EUDEF.MI,MSCI EMU DEFENSIVE SECTORS CAPPED TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BMP3HL79
379,IE00BLSNMW37,INVESCO GLOB BUYBACK ACHIEVERS UCITS ETF,BUYB.MI,NASDAQ GLOBAL BUYBACK ACHIEVERS TRN,0.0039,AZIONARIO STYLE (SVILUPPATI),INVESCO,ETF,IE00BLSNMW37
380,IE00BMW3QX54,L&G GLOBAL ROBO AND AUTO UCITS ETF,ROBO.MI,ROBO GLOBAL ROBOTICS AND AUTOMATIS GO UCITS TRN,0.008,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BMW3QX54
381,IE00BKWQ0C77,SPDR MSCI EUROP CONSUM DISCRET UCITS ETF,STRX.MI,MSCI EUROPE CONSUMER DISCRETIONARY,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0C77
